,category,text
2095,LOCATION#POSITIVE,"Lovely vibe, very French, oh la la."
2096,LOCATION#POSITIVE,Totally beats M Hotel's Studio B buffet oysters that are greyish-black and.. questionable.
2097,LOCATION#POSITIVE,And everything was so beautifully displayed!
2098,LOCATION#POSITIVE,"Great food (blueberry French toast), drinks, and view of the strip."
2099,LOCATION#POSITIVE,"Pretty decor, and wide selection of foods but food quality and taste is average.."
2100,LOCATION#POSITIVE,"Plentiful seating and friendly staff, the breakfast was excellent thaw many times I've been here, lunch steak frites not a fan."
2101,LOCATION#POSITIVE,I think the reason why this restaurant gets reviewed so much is because of the view.
2102,LOCATION#POSITIVE,I really like the atmosphere here.
2103,LOCATION#POSITIVE,"The food was great but now as good as the people watching:) 
I woke up this morning to look in the review journal to see mon ami gabi recieved a c rating from the health district........maybe would have thought twice about the oysters and tuna tartar knowing this."
2104,LOCATION#POSITIVE,my view was amazing!!!
2105,LOCATION#POSITIVE,The place has a modern open concept feel.
2106,LOCATION#POSITIVE,Good space between tables and clean tables.
2107,LOCATION#POSITIVE,"Despite the hundreds of celebrities that swear by this Thai restaurant, this place is warm and has a casual environment."
2108,LOCATION#POSITIVE,"Our outdoor patio table allowed a great view of the crowd on the strip sans traffic, the Bellagio water show, and later the magnificent fireworks."
2109,LOCATION#POSITIVE,Cute place!
2110,LOCATION#POSITIVE,This patio is definitely one of the best on the strip.
2111,LOCATION#POSITIVE,The buffet is pretty reasonably priced (about $45\/person on Sunday evening) and it is one of the cleanest buffets I've ever seen.
2112,LOCATION#POSITIVE,"We watched the fountains at Bellagio throughout our entire meal, it was epic."
2113,LOCATION#POSITIVE,"Lunch reservations at Mon Ami Gabi with an excellent seating area, we were in between the outdoor and indoor area (near the bar) with a gorgeous view of the Bellagio Water show."
2114,LOCATION#POSITIVE,"You definitely feel like you're in a much swankier environment than, say, at the Paris' buffet (though the food quality there is also good)."
2115,LOCATION#POSITIVE,"Location: 5 stars
In front of Paris, across from the Bellagio fountains (like everyone else has said)."
2116,LOCATION#POSITIVE,"If you decide you must eat here sit on the patio, watch the Bellagio fountains ,get a mon ami margarita, and fill up on your frites."
2117,LOCATION#POSITIVE,The restaurant is very clean and spacious.
2118,LOCATION#POSITIVE,"It sucks that they have such an awesome location and awesome theme, but the service just ruins it all."
2119,LOCATION#POSITIVE,Would come back for the location but try something different!
2120,LOCATION#POSITIVE,"Once we were seated the atmosphere was great, beautiful decor."
2121,LOCATION#POSITIVE,I liked the overall French feel of this place.
2122,LOCATION#POSITIVE,Friendly service and very clean I rate this place at 3.5 stars.
2123,LOCATION#POSITIVE,"The Wynn is beautiful itself, but The Buffet is so pretty too."
2124,LOCATION#POSITIVE,"Lots of colorful, neon tall trees, bushes, lights and all in color of course."
2125,LOCATION#POSITIVE,"The Vegas location indoors is expansive compared to the NY location, with patio seating wrapping around the restaurant, as well as a To-Go window."
2126,LOCATION#POSITIVE,"Cute and classy interior, amazing bread in the beginning, the escargot (which I told myself years ago I would never ever eat) was to die for, and just everything was delish."
2127,LOCATION#POSITIVE,"Everybody in our party enjoyed the food, the atmosphere, the company, the whole shebang!"
2128,LOCATION#POSITIVE,The atmosphere is nice and lively great music not to loud but just right.
2129,LOCATION#POSITIVE,We still got a view of the Bellagio Fountain and the Strip.
2130,LOCATION#POSITIVE,The Buffet at the Wynn is one of the top tier hotel buffets in Vegas with a gourmet food selection in an upscale environment.
2131,LOCATION#POSITIVE,Classy decor and beautiful seating arrangement.
2132,LOCATION#POSITIVE,Most french food in LV is outrageously expensive and Mon Abu Gabi serves it at a reasonable price with a view of the Ballagio Fountains.
2133,LOCATION#POSITIVE,Right outside the Paris hotel and next to Miracle Mile.
2134,LOCATION#POSITIVE,"Overall, with a view of the Bellagio water works and plenty of people watching, it was a pleasant meal and I'm definitely coming back to try the mussels in herbs and white wine sauce."
2135,LOCATION#POSITIVE,overall a solid spot for dinner with a view.
2136,LOCATION#POSITIVE,"With over 500 dishes to choose from and 15 chef specials that change daily, dishes are prepared in an open kitchen concept for customers to see."
2137,LOCATION#POSITIVE,"Noise level was nice even for being in the casino, didn't really notice the entrance or casino the restaurant is between."
2138,LOCATION#POSITIVE,"The food is very good, the prices fair and the atmosphere can't be beat!"
2139,LOCATION#POSITIVE,"Awsome view of Bellagio water fountain, very kind hosts
Steak is very bad."
2140,LOCATION#POSITIVE,"Got the recommendation from the parent of one of my students and when I first arrived at parking lot I was a little skeptical but once you walk through the doors, you're greeted with a nice atmosphere and decor."
2141,LOCATION#POSITIVE,I always sit outside where you have an incredible view of the Bellagio fountains while you dine.
2142,LOCATION#POSITIVE,The location alone makes it totally worth the trip.
2143,LOCATION#POSITIVE,The view of the Bellagio fountains is worth it though!
2144,LOCATION#POSITIVE,"Anyways, the ambience is fun, modern and clean."
2145,LOCATION#POSITIVE,Came here for dinner on Thanksgiving with my family after walking by earlier in the day and liked what we saw just from a sidewalk view.
2146,LOCATION#POSITIVE,Their decoration are very nice.
2147,LOCATION#POSITIVE,"The inside is totally different, big and nic vibe."
2148,LOCATION#POSITIVE,Easy to get to and decor fits the price tag.
2149,LOCATION#POSITIVE,Yay for convenient locations and delicious food!
2150,LOCATION#POSITIVE,The decor is simple and pleasant.
2151,LOCATION#POSITIVE,Glad they sat us inside with a view of the street since the street odor was not very pleasant.
2152,LOCATION#POSITIVE,"Atmosphere:
The Wynn itself is beautiful and the theme continues for the buffet."
2153,LOCATION#POSITIVE,So we got a good view of Bellagio and the water show.
2154,LOCATION#POSITIVE,"On a brighter note, this location is well-lit and spacious."
2155,LOCATION#POSITIVE,Perfectly clean everywhere.
2156,LOCATION#POSITIVE,The service is on point and the patio is amazing to have brunch on!
2157,LOCATION#POSITIVE,"Although it is a super cute place, they made us wait at least an hour."
2158,LOCATION#POSITIVE,"Awesome selection of food, hip looking seating area, and delicious desserts."
2159,LOCATION#POSITIVE,"Everyone really enjoyed the food, the setting and the service."
2160,LOCATION#POSITIVE,The first thing I noticed when we got to the entrance of the restaurant was how nice and modern the decor was.
2161,LOCATION#POSITIVE,"If its a nice day out, I would definitely choose to sit outdoors!"
2162,LOCATION#POSITIVE,"The atmosphere is nice as well; it wasn't really loud or noisy so we were able to enjoy our meal, as well as have a good conversation while we were enjoying our after-dinner coffee as well."
2163,LOCATION#POSITIVE,Love this restaurant for not only the excellent food but also the view from their patio.
2164,LOCATION#POSITIVE,The view of the Bellagio Fountains is a nice backdrop.
2165,LOCATION#POSITIVE,"As someone from the South, I'm not accustomed to seeing them in places outside of swamp territories so that was pretty cool."
2166,LOCATION#POSITIVE,The decoration of the restaurant is very modern and fun.
2167,LOCATION#POSITIVE,The view of Bellagio Fountains while we ate was amazing.
2168,LOCATION#POSITIVE,"I do however,  like that even if you order from there to go window there are plenty of seating right in front of the place and Cesar's Palace."
2169,LOCATION#POSITIVE,"A wonderful brunch place that provides you with some of the best views on the strip, across from the Bellagio where we stayed."
2170,LOCATION#POSITIVE,"Once I walked into the buffet, I was simply overwhelmed by the elegant dining atmosphere."
2171,LOCATION#POSITIVE,"Yeah, this is definitely one of the good buffets out there with beautiful decor and simplicity of food items while executed well with good flavors."
2172,LOCATION#POSITIVE,Very classy and chill for a night out with your loved one.
2173,LOCATION#POSITIVE,"Texture was to be expected for a French resto, same for the patio view."
2174,LOCATION#POSITIVE,"Not cheap, but well worth the quality food, good service and magnificent view"
2175,LOCATION#POSITIVE,"What we got: yum x 1000, great service, great food, great efficiency, clean bathrooms, bright ambience (inside at least), okay parking and a fantastic experience all around."
2176,LOCATION#POSITIVE,The location is great and perhaps there were just gems on the menu that we weren't able to try.
2177,LOCATION#POSITIVE,I guess they don't want you to go to the bathroom in order to clear out to eat more and this is their subtle way to funnel you out of the buffet.
2178,LOCATION#POSITIVE,"The coveted spot in this restaurant is the outdoor patio, but they also have a room next to the patio with glass windows all around it."
2179,LOCATION#POSITIVE,"Large spaces dedicated to particular food zones, such as a seafood zone featuring the longest crab legs I've seen at a buffet, a Mexican zone, an Asian zone (not so good), hot food, and desserts, you name it, it was there."
2180,LOCATION#POSITIVE,Beautiful patio views of the Bellagio fountains..both daytime and nighttime.
2181,LOCATION#POSITIVE,The cool air from the restaurant was perfect to deflect the heat of the night!
2182,LOCATION#POSITIVE,"Down to the facts:

Located inside Planet Hollywood on the strip."
